Aspect Ratio:,Box Office (Gross USA):,Director:,Genre:,Original Language:,Producer:,Production Co:,Rating:,Release Date (Streaming):,Release Date (Theaters):,Runtime:,Sound Mix:,Title:,View the collection:,Writer:,url
,$173.4M,Jon Favreau,"fantasy,other,comedy,kids and family",English,"Jon Berg,    Todd Komarnicki,    Shauna Robertson","Guy Walks into a Bar Productions,Gold/Miller Productions,Shawn Danielle Production Services,Mosaic Media Group",PG (Some Mild Rude Humor|Language),"Dec 11, 2015","Nov 7, 2003
 wide",1h 37m,"SDDS, Dolby SR, DTS, Surround",Elf,,,https://www.rottentomatoes.com/m/elf
Flat (1.85:1),$32.5M,Gurinder Chadha,comedy,English,"Deepak Nayar,    Gurinder Chadha","Helkon Media AG,Kintop Pictures,British Screen Productions,Film Council,Scion Films",PG-13 (Sexual Content|Language),"Nov 25, 2015","Mar 12, 2003
 wide",1h 52m,"Dolby Stereo, Dolby Digital, Dolby A, Surround, Dolby SR",Bend It Like Beckham,,"Paul Mayeda Berges,    Gurinder Chadha,    Guljit Bindra",https://www.rottentomatoes.com/m/bend_it_like_beckham
Flat (1.66:1),$65.6K,"Jean-Pierre Dardenne,    Luc Dardenne",drama,French (Canada),"Denis Freyd,    Jean-Pierre Dardenne,    Luc Dardenne",Universal/Universal Int,,,"Jan 10, 2003
 wide",1h 43m,"Dolby SR, Dolby Digital, Dolby A, Dolby Stereo",The Son,,,https://www.rottentomatoes.com/m/the_son_2003
Scope (2.35:1),$2.1M,Patrice Leconte,drama,French (Canada),"Christine Gozlan,    Alain Sarde","Les Films Alain Sarde,France 2 Cinema",R (Sexual Dialogue),"Nov 6, 2018",,1h 43m,"Surround, Dolby SRD",Intimate Strangers,,,https://www.rottentomatoes.com/m/intimate_strangers_2003
,,Andrew Bujalski,"drama,comedy",English,Ethan Vogt,Goodbye Cruel Releasing,,"Oct 26, 2017",,1h 29m,,Funny Ha Ha,,,https://www.rottentomatoes.com/m/funny-ha-ha
,$2.4M,Peter Hedges,"drama,comedy",English,"John S. Lyons,    Gary Winick,    Alexis Alexanian","IFC Productions,InDiGent Entertainment",PG-13 (Images of Nudity|Drug Content|Language|Sensuality),"Jun 2, 2016","Oct 17, 2003
 wide",1h 21m,Surround,Pieces of April,,,https://www.rottentomatoes.com/m/pieces_of_april
,$243.2K,Aleksandr Rogozhkin,"drama,comedy,war",Russian,,Paramount,PG-13 (Sexual Content|Violence),,"Jun 27, 2003
 wide",1h 39m,"Dolby Stereo, Dolby A, Dolby SR, Dolby Digital",The Cuckoo,,,https://www.rottentomatoes.com/m/the_cuckoo_2003
Flat (1.85:1),$45.1K,Guy Maddin,horror,English,Vonnie von Helmolt,,,"Jan 15, 2017","May 16, 2003
 wide",1h 15m,Stereo,Dracula: Pages From a Virgin's Diary,,,https://www.rottentomatoes.com/m/dracula_pages_from_a_virgins_diary
,$60.1K,Dagur Kári,drama,Icelandic,Philippe Bober,Zik Zak Kvikmyndir,PG-13,"Aug 13, 2017",,1h 30m,Surround,Nói Albinói,,,https://www.rottentomatoes.com/m/noi-the-albino
Flat (1.66:1),$105.7K,Abbas Kiarostami,drama,Persian,"Abbas Kiarostami,    Marin Karmitz",,,"Oct 14, 2016",,1h 34m,"DTS-ES, DTS",10,,,https://www.rottentomatoes.com/m/ten
Scope (2.35:1),$36.9M,Ridley Scott,comedy,English,"Jack Rapke,    Steve Starkey,    Sean Bailey,    Ted Griffin","LivePlanet,ImageMovers,Rickshaw Filmworks,Warner Brothers,Horsepower Entertainment",PG-13 (Sexual Content|Language|Thematic Elements|Violence),"Jan 1, 2009","Sep 12, 2003
 wide",1h 56m,"Dolby SR, DTS, Dolby Stereo, Stereo, SDDS, Dolby A, Dolby Digital",Matchstick Men,,"Ted Griffin,    Nicholas Griffin",https://www.rottentomatoes.com/m/matchstick_men
,$3.7M,Alan Rudolph,"drama,comedy",English,"Campbell Scott,    George VanBuskirk","Holedigger Films Inc.,Ready Made Film",R (Language|Sexuality),"Dec 2, 2014","Aug 1, 2003
 wide",1h 41m,"Dolby Stereo, Dolby A, SDDS, DTS, Surround, Dolby Digital, Dolby SR",The Secret Lives of Dentists,,,https://www.rottentomatoes.com/m/secret_lives_of_dentists
Flat (1.85:1),$10.1M,François Ozon,"drama,mystery and thriller",English (United Kingdom),"Olivier Delbosc,    Marc Missonnier","Le Studio Canal +,France 2 Cinema",R (Nudity|Language|Some Drug Use|Some Violence|Strong Sexual Content),"Feb 12, 2014","Jul 2, 2003
 wide",1h 42m,"Dolby SR, DTS, Dolby Stereo, Surround, Dolby A, Dolby Digital",Swimming Pool,,,https://www.rottentomatoes.com/m/swimming_pool
,$2.8M,François Dupeyron,drama,French (Canada),"Laurent Pétin,    Michèle Pétin",France 3 Cinéma,R (Some Sexual Content),"Jan 7, 2014","Mar 12, 2004
 wide",1h 34m,Surround,Monsieur Ibrahim et les Fleurs du Coran,,,https://www.rottentomatoes.com/m/monsieur_ibrahim
Flat (1.85:1),$577.8K,Tom Peosay,documentary,English,"Maria Florio,    Victoria Mudd,    Sue Peosay,    Tom Peosay","Earthworks,Zambuling Pictures Inc.",,"Mar 1, 2007",,1h 44m,Dolby Stereo,Tibet: Cry of the Snow Lion,,,https://www.rottentomatoes.com/m/tibet_cry_of_the_snow_lion
,$141.1K,Eytan Fox,drama,Hebrew,"Amir Harel,    Gal Uchovsky",Israel Cable Programming,R,"Jan 25, 2017",,1h 7m,Surround,Yossi & Jagger,,,https://www.rottentomatoes.com/m/yossi_and_jagger
,,Kim Jee-woon,"horror,mystery and thriller",Korean,,,R (Some Violence|Disturbing Images),"Apr 6, 2020",,1h 54m,,A Tale of Two Sisters,,,https://www.rottentomatoes.com/m/a_tale_of_two_sisters
,$3.4M,Denys Arcand,"drama,comedy",French (Canada),"Denise Robert,    Daniel Louis",Astral Films,R (Sexual Dialogue|Language|Drug Content),"Oct 11, 2016",,1h 39m,,The Barbarian Invasions,,,https://www.rottentomatoes.com/m/barbarian_invasions
,$60.1M,Terry Zwigoff,"drama,other,comedy,crime",English,"John Cameron,    Sarah Aubrey","Dimension Films,Triptych Pictures,The KL Line",R (Some Violence|Pervasive Language|Strong Sexual Content),"Apr 21, 2016","Nov 26, 2003
 wide",1h 33m,Surround,Bad Santa,,,https://www.rottentomatoes.com/m/bad_santa
Scope (2.35:1),$305.4M,Gore Verbinski,"action,fantasy,adventure",English,Jerry Bruckheimer,Jerry Bruckheimer Films,PG-13 (Adventure Violence|Action/Violence),"Nov 23, 2015","Jul 9, 2003
 wide",2h 23m,"Dolby SR, DTS, Dolby Stereo, Surround, SDDS, Dolby A, Dolby Digital",Pirates of the Caribbean: The Curse of the Black Pearl,Pirates of the Caribbean,"Ted Elliott,    Terry Rossio",https://www.rottentomatoes.com/m/pirates_of_the_caribbean_the_curse_of_the_black_pearl
,$181.7K,Lukas Moodysson,drama,Swedish,Lars Jönsson,"Sveriges Television,Nordisk Film- & TV-Fond,Memfis Film,Film i Väst,Zentropa Entertainments,Det Danske Filminstitut,Svenska Filminstitutet",R (Rape|Language|Drug Use|Strong Sexual Content),,"Apr 11, 2003
 wide",1h 49m,"Dolby Stereo, Dolby A, Dolby SR, Dolby Digital",Lilya 4-Ever,,,https://www.rottentomatoes.com/m/lilja_4_ever
,$4.6M,Catherine Hardwicke,drama,English,"Jeffrey Kusama-Hinte,    Michael London","Michael London Productions,Antidote Films",R (Language|Drug Use|Self Destructive Violence|Sexuality),"Nov 25, 2015","Aug 20, 2003
 wide",1h 40m,Surround,Thirteen,,,https://www.rottentomatoes.com/m/thirteen
Flat (1.85:1),$223.8K,Rolf Schübel,drama,English,,Universal/Universal Int,,"Jul 26, 2020",,1h 54m,"Dolby SR, Dolby Digital, Dolby A, Dolby Stereo",Gloomy Sunday,,,https://www.rottentomatoes.com/m/gloomy_sunday
,$16.2M,Alejandro González Iñárritu,drama,English,"Robert Salerno,    Alejandro González Iñárritu","This Is That Productions,Y Production",R,"Oct 1, 2014","Jan 9, 2004
 wide",2h 5m,Surround,21 Grams,,,https://www.rottentomatoes.com/m/21_grams
Flat (1.66:1),$204.3K,Coline Serreau,"drama,comedy,mystery and thriller",French (Canada),Alain Sarde,Les Films Alain Sarde,,,,1h 52m,"Surround, Dolby SR, Dolby Digital, Dolby A, Dolby Stereo",Chaos,,,https://www.rottentomatoes.com/m/chaos2001
,$311.4K,John Dullaghan,documentary,English,,,R (Language|Sexual Content/Nudity),"Dec 25, 2016",,2h 10m,,Bukowski: Born Into This,,,https://www.rottentomatoes.com/m/bukowski_born_into_this
,$255.1K,Mark Moskowitz,documentary,English,Mark Moskowitz,Jet Films LLC,PG-13 (Brief Strong Language),,"Feb 12, 2003
 wide",2h 25m,,Stone Reader,,,https://www.rottentomatoes.com/m/stone_reader
Scope (2.35:1),$58.3M,Kevin Costner,"western,drama",English,"David Valdes,    Kevin Costner,    Jake Eberts",Tig Productions,R (Violence),"May 4, 2016","Aug 15, 2003
 wide",2h 18m,Surround,Open Range,,Craig Storper,https://www.rottentomatoes.com/m/open_range
,$399.0K,Lee Hirsch,documentary,English,"Lee Hirsch,    Sherry Simpson",,PG-13 (Momentary Language|Some Images of Violence),"Nov 30, 2016","Feb 14, 2003
 wide",1h 48m,"Dolby Stereo, Dolby A, Dolby SR, Dolby Digital, Surround",Amandla! A Revolution in Four-Part Harmony,,,https://www.rottentomatoes.com/m/amandla_a_revolution_in_four_part_harmony
Scope (2.35:1),$120.1M,Gary Ross,drama,English,"Gary Ross,    Kathleen Kennedy,    Frank Marshall,    Jane Sindell","Kennedy/Marshall,Spyglass Entertainment",PG-13,"Jan 5, 2016","Jul 25, 2003
 wide",2h 20m,"Dolby SR, DTS, Dolby Stereo, Surround, SDDS, Dolby A, Dolby Digital",Seabiscuit,,,https://www.rottentomatoes.com/m/seabiscuit
Scope (2.35:1),$16.0M,George Clooney,"drama,comedy,biography",English,Andrew Lazar,"Mad Chance,Section Eight Ltd.",R (Sexual Content|Language|Violence),"Nov 7, 2016","Jan 17, 2003
 wide",1h 53m,"Dolby SR, DTS, Dolby Stereo, Surround, SDDS, Dolby A, Dolby Digital",Confessions of a Dangerous Mind,,,https://www.rottentomatoes.com/m/confessions_of_a_dangerous_mind
Flat (1.85:1),$59.4K,Kwon-taek Im,"drama,biography",Korean,Tae-won Lee,,,"Jun 11, 2007","Feb 14, 2003
 wide",1h 57m,"Dolby Stereo, Dolby Digital, Dolby A, Surround, Dolby SR",Drunk on Women and Poetry,,Kwon-taek Im,https://www.rottentomatoes.com/m/chihwaseon
Scope (2.35:1),$13.1M,Spike Lee,drama,English,"Jon Kilik,    Tobey Maguire,    Julia Chasman","40 Acres & A Mule Filmworks,Gamut Films,Industry Entertainment",R (Strong Language|Some Violence),"Aug 10, 2016","Jan 10, 2003
 wide",2h 14m,"Dolby SR, DTS, Dolby Stereo, Surround, SDDS, Dolby A, Dolby Digital",25th Hour,,David Benioff,https://www.rottentomatoes.com/m/25th_hour
,$3.7M,Dana Brown,documentary,English,John-Paul Beeghly,Gotham Group,PG,"Jan 7, 2017","Aug 15, 2003
 wide",1h 27m,,Step Into Liquid,,,https://www.rottentomatoes.com/m/step_into_liquid
1.43:1,$17.0M,James Cameron,documentary,English,"James Cameron,    Chuck Comisky,    Gig Rackauskas,    Janace Tashjian","Walt Disney Pictures,Earthship Productions,Walden Media",G,"Aug 10, 2016",,1h,,Ghosts of the Abyss,,,https://www.rottentomatoes.com/m/ghosts_of_the_abyss
Flat (1.85:1),$390.8K,Elia Suleiman,drama,Arabic,Humbert Balsan,,,"Jul 12, 2005","Jan 17, 2003
 wide",1h 32m,"Dolby SR, Dolby Digital, Dolby A, Dolby Stereo",Divine Intervention,,,https://www.rottentomatoes.com/m/divine_intervention_2003
Flat (1.85:1),$464.1K,Karen Moncrieff,drama,English,"Peer J. Oppenheimer,    Amy Sommer,    David Waters",Miramax,R (Sexual Content|Language),"Aug 23, 2020","May 2, 2003
 wide",1h 36m,,Blue Car,,,https://www.rottentomatoes.com/m/blue_car
,$8.2M,Wayne Kramer,"drama,romance",English,"Michael A. Pierce,    Sean Furst","Pierce-Williams,ContentFilm,Gryphon Films,Furst Films,Visionbox Pictures,Dog Pond Films",R,"Mar 22, 2016","Dec 19, 2003
 wide",1h 41m,,The Cooler,,,https://www.rottentomatoes.com/m/cooler
Flat (1.85:1),$67.3M,Andrew Davis,"kids and family,adventure",English,"Andrew Davis,    Mike Medavoy,    Lowell D. Blank,    Teresa Tucker-Davies",Walden Media,PG (Some Thematic Elements|Mild Language|Violence),"Dec 13, 2015","Apr 18, 2003
 wide",1h 58m,"Dolby SR, DTS, Dolby Stereo, Surround, SDDS, Dolby A, Dolby EX, Dolby Digital",Holes,,Louis Sachar,https://www.rottentomatoes.com/m/holes
,$131.7K,Helen Stickler,documentary,English,Helen Stickler,,R (Language|Some Sexual Content),"Aug 16, 2005",,1h 20m,,Stoked: The Rise and Fall of Gator,,,https://www.rottentomatoes.com/m/stoked_the_rise_and_fall_of_gator
,$83.5K,Eric Byler,drama,English,"Marc Ambrose,    Eric Byler",,R,"Sep 30, 2003",,1h 25m,,Charlotte Sometimes,,,https://www.rottentomatoes.com/m/charlotte_sometimes
,$66.3M,Tim Burton,drama,English,"Richard D. Zanuck,    Bruce Cohen,    Dan Jinks","Zanuck Company,Jinks/Cohen Company,Columbia Pictures Corporation",PG-13 (Some Nudity|Fight|Suggestive Reference),"Apr 16, 2012","Jan 9, 2004
 wide",2h 5m,"Surround, Dolby SR, Dolby Digital, Dolby A, Dolby Stereo",Big Fish,,John August,https://www.rottentomatoes.com/m/1127787-big_fish
,$146.4K,Fernando León de Aranoa,drama,Spanish,Elias Querejeta,"Televisión de Galicia (TVG) S.A.,Instituto de la Cinematografía y de las Artes Audiovisuales,Mediapro,Vía Digital,Eurimages,Elías Querejeta Producciones Cinematográficas S.L.,Antena 3 Televisión,Sogepaq,Quo Vadis Cinéma,Continental Producciones,Eyescreen S.r.l.",R (Language),"Jan 6, 2017","Jul 25, 2003
 wide",1h 53m,"Dolby Stereo, Dolby A, Dolby SR, Dolby Digital, Surround",Mondays in the Sun,,Fernando León de Aranoa,https://www.rottentomatoes.com/m/mondays_in_the_sun
Scope (2.35:1),$1.0M,Richard Kwietniowski,drama,English,"Andras Hamori,    Seaton McLean,    Alessandro Camon",Alliance Atlantis Communications,R (Language|Some Sexuality),"Jan 1, 2018",,1h 44m,"Dolby Stereo, Dolby Digital, Dolby A, Surround, Dolby SR",Owning Mahowny,,,https://www.rottentomatoes.com/m/owning_mahowny
Flat (1.85:1),$3.5M,Neil Jordan,"drama,crime",English,"Stephen Woolley,    Seaton McLean,    John Wells",Alliance Atlantis Communications,R,"Aug 19, 2003","Apr 16, 2003
 wide",1h 48m,"Dolby Stereo, Dolby Digital, Dolby A, Surround, Dolby SR",The Good Thief,,,https://www.rottentomatoes.com/m/good_thief
Scope (2.35:1),$48.4M,P.J. Hogan,"fantasy,kids and family,adventure",English,"Lucy Fisher,    Douglas Wick,    Patrick McCormick,    Mohamed Al-Fayed","Columbia Pictures Corporation,Red Wagon Productions,Revolution Studios,Universal Pictures,Allied Stars",PG (Peril|Adventure Action),"Dec 10, 2015","Dec 25, 2003
 wide",1h 53m,"Surround, Dolby SR, DTS, SDDS",Peter Pan,,,https://www.rottentomatoes.com/m/1128577-peter_pan
,$156.9K,Claire Denis,drama,French (Canada),Bruno Pèsery,,,,"Jun 20, 2003
 wide",1h 30m,Surround,Friday Night,,,https://www.rottentomatoes.com/m/friday_night
,$1.2M,Tim Fywell,"drama,romance",English,"Anant Singh,    David M. Thompson,    David Parfitt","BBC,Trademark Films,Isle of Man Film",R,"Mar 17, 2017",,1h 51m,Surround,I Capture the Castle,,,https://www.rottentomatoes.com/m/i_capture_the_castle
,$891.9K,Don Coscarelli,"horror,comedy",English,"Don Coscarelli,    Jason R. Savage",Silver Sphere Corporation,R (Brief Violent Images|Some Sexual Content|Language),"Nov 30, 2016",,1h 32m,Surround,Bubba Ho-Tep,,,https://www.rottentomatoes.com/m/bubba_ho_tep
,$35.1M,Joel Coen,romance,English,"Brian Grazer,    Ethan Coen","Imagine Entertainment,The KL Line,Alphaville Films",PG-13 (Language|Brief Violence|Sexual Content),"Jul 22, 2015","Oct 10, 2003
 wide",1h 40m,Surround,Intolerable Cruelty,,"Robert Ramsey,    Matthew Stone,    Joel Coen,    Ethan Coen",https://www.rottentomatoes.com/m/intolerable_cruelty
Scope (2.35:1),$281.5M,"Lilly Wachowski,    Lana Wachowski","action,sci fi",English,Joel Silver,"Warner Brothers,Silver Pictures",R (Some Sexuality|Sci-Fi Violence),"Aug 15, 2008","May 15, 2003
 wide",2h 18m,"Dolby SR, DTS, Dolby Stereo, Surround, SDDS, Dolby A, Dolby Digital",The Matrix Reloaded,,,https://www.rottentomatoes.com/m/matrix_reloaded
Scope (2.35:1),$7.7M,Lauren Lazin,documentary,English,"Lauren Lazin,    Preston L. Holmes,    Karolyn Ali","MTV Films,Amaru Entertainment Inc.",R,"Aug 25, 2017","Nov 14, 2003
 wide",1h 40m,"Dolby SR, DTS, Surround",Tupac: Resurrection,,,https://www.rottentomatoes.com/m/tupac_resurrection
,$13.0M,Vadim Perelman,drama,English,Michael London,"DreamWorks SKG,Bisgrove Entertainment,Cobalt Media Group",R (Scene of Sexuality|Language|Disturbing Images|Violence),"Jan 1, 2017","Dec 26, 2003
 wide",2h 6m,Surround,House of Sand and Fog,,,https://www.rottentomatoes.com/m/house_of_sand_and_fog
,$106.1M,F. Gary Gray,"drama,action,mystery and thriller,crime",English,Donald De Line,"London Films,Paramount Pictures International",PG-13 (Violence|Some Language),"Aug 1, 2013","May 30, 2003
 wide",1h 51m,Surround,The Italian Job,,"Donna Powers,    Wayne Powers",https://www.rottentomatoes.com/m/italian_job
Scope (2.35:1),$261.4M,Brad Bird,"animation,comedy,kids and family,adventure",English,"John Lasseter,    John Walker",Pixar Animation Studios,PG (Action/Violence),"Nov 23, 2015","Nov 5, 2004
 wide",1h 55m,"Surround, Dolby SRD, DTS, SDDS",The Incredibles,Pixar,Brad Bird,https://www.rottentomatoes.com/m/incredibles
Flat (1.37:1),$71.5M,Alexander Payne,"drama,comedy",English,"Michael London,    George Parra","Fox Searchlight,Michael London Productions",R (Nudity|Language|Some Strong Sexual Content),"Nov 25, 2015",,2h 6m,"Surround, Dolby SRD",Sideways,,,https://www.rottentomatoes.com/m/sideways
Scope (2.35:1),$373.4M,Sam Raimi,"action,fantasy,adventure",English,Avi Arad,"Marvel Enterprises,Laura Ziskin Productions,Columbia Pictures Corporation,Sony Pictures Entertainment",PG-13 (Violence|Stylized Action),"May 8, 2015","Jun 30, 2004
 wide",2h 2m,"Surround, DTS, Dolby Digital, SDDS",Spider-Man 2,,Michael Chabon,https://www.rottentomatoes.com/m/spiderman_2
Scope (2.35:1),$53.6M,Yimou Zhang,"action,sports and fitness,drama,history",Chinese,"Yimou Zhang,    William Kong",Beijing New Picture Film Co.,PG-13,"Aug 26, 2016","Aug 27, 2004
 wide",1h 33m,"Surround, Dolby SRD",Hero,,,https://www.rottentomatoes.com/m/hero
,$6.5M,Joshua Marston,drama,English,Paul Mezey,Santa Fe Productions,R (Language|Drug Content),"Dec 22, 2017",,1h 41m,Surround,Maria Full of Grace,,,https://www.rottentomatoes.com/m/maria_full_of_grace
,$214.6K,Ousmane Sembene,drama,Bambara,,,,"May 1, 2008",,2h 4m,,Moolaadé,,,https://www.rottentomatoes.com/m/moolaade
,$529.2K,Yôji Yamada,drama,Japanese,"Hiroshi Fukazawa,    Ichirô Yamamoto",Hakuhodo Incorporated,,"Dec 28, 2004","Nov 2, 2002
 wide",2h 9m,,The Twilight Samurai,,,https://www.rottentomatoes.com/m/twilight_samurai
Flat (1.85:1),$34.1M,Michel Gondry,"sci fi,romance",English,"Anthony Bregman,    Steve Golin","Anonymous Content,Focus Features,Blue Ruin,This Is That Productions",R (Some Drug Content|Language|Some Sexual Content),"Feb 12, 2014",,1h 48m,"Dolby SRD, DTS, Surround",Eternal Sunshine of the Spotless Mind,,"Charlie Kaufman,    Michel Gondry",https://www.rottentomatoes.com/m/eternal_sunshine_of_the_spotless_mind
Flat (1.85:1),$5.8M,Richard Linklater,"drama,romance",English,Anne Walker-McBay,Warner Independent Pictures,R (Sexual References|Language),"May 18, 2016",,1h 20m,"Surround, Dolby SRD",Before Sunset,,,https://www.rottentomatoes.com/m/before_sunset
Scope (2.35:1),$100.4M,Clint Eastwood,drama,English,"Clint Eastwood,    Albert S. Ruddy,    Tom Rosenberg,    Paul Haggis",Malpaso Company,PG-13 (Some Disturbing Images|Language|Thematic Material|Violence),"Jan 14, 2016","Dec 15, 2004
 wide",2h 12m,"Surround, Dolby SRD, DTS, SDDS",Million Dollar Baby,,,https://www.rottentomatoes.com/m/million_dollar_baby
,$1.1M,Siddiq Barmark,drama,Pashto,,Barmark Film,PG-13 (Mature Thematic Elements),"May 1, 2017",,1h 22m,,Osama,,,https://www.rottentomatoes.com/m/osama
Scope (2.35:1),$13.5M,Edgar Wright,"horror,comedy",English,Nira Park,"WT²,Big Talk",R (Language|Gore|Zombie Violence),"Jul 23, 2013",,1h 37m,"Surround, Dolby SRD, DTS, SDDS",Shaun of the Dead,,,https://www.rottentomatoes.com/m/shaun_of_the_dead
,$502.0K,Andrey Zvyagintsev,drama,Russian,Dmitri Lesnevsky,"Ren Film,United King Films",,"Feb 8, 2017",,1h 50m,,The Return,,,https://www.rottentomatoes.com/m/the_return
Flat (1.85:1),$2.6M,Jehane Noujaim,documentary,Arabic,"Rosadel Varela,    Hani Salama",,,"Jun 15, 2017",,1h 25m,Dolby SR,Control Room,,,https://www.rottentomatoes.com/m/control_room
,$4.6M,Kevin Macdonald,"drama,adventure",English,John Smithson,Darlow Smithson Productions,R (Language),"Feb 15, 2017",,1h 47m,Surround,Touching the Void,,,https://www.rottentomatoes.com/m/touching_the_void
,$3.4M,"Zana Briski,    Ross Kauffman","documentary,biography",English,"Zana Briski,    Ross Kauffman",,R (Sequences of Strong Language),"Sep 10, 2019",,1h 25m,,Born Into Brothels,,,https://www.rottentomatoes.com/m/born_into_brothels
Scope (2.35:1),$249.4M,Alfonso Cuarón,"fantasy,kids and family,adventure",English,"Chris Columbus,    David Heyman,    Mark Radcliffe","1492 Pictures,Heyday Films,Warner Brothers",PG (Frightening Moments|Creature Violence|Mild Language),"Mar 1, 2013",,2h 21m,"Surround, Dolby SRD, DTS, SDDS",Harry Potter and the Prisoner of Azkaban,Harry Potter,Steve Kloves,https://www.rottentomatoes.com/m/harry_potter_and_the_prisoner_of_azkaban
,$345.0K,Julie Bertuccelli,drama,French (Canada),Yael Fogiel,,,"Jan 25, 2005",,1h 43m,Surround,Since Otar Left,,,https://www.rottentomatoes.com/m/since_otar_left
